,tags
2214,"{'bus': 'yes', 'name': '5-а ст. Фонтанської дороги', 'name:ru': '5-я ст. Фонтанской дороги', 'name:uk': '5-а ст. Фонтанської дороги', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': '5-а ст. Фонтанської дороги, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/'}"
2218,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
2222,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
2224,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
2229,"{'crossing': 'traffic_signals', 'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
2230,"{'bus': 'yes', 'name': 'Пр.-т ак. Глушка', 'name:ru': 'проспект Академика Глушко', 'name:uk': 'Пр.-т ак. Глушка', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Пр.-т ак. Глушка', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2239,{'highway': 'traffic_signals'}
2246,"{'bus': 'yes', 'name': 'Житл. масив ""Південний""', 'name:ru': 'Жил. массив ""Южный""', 'name:uk': 'Житл. масив ""Південний""', 'public_transport': 'stop_position'}"
2257,"{'bus': 'yes', 'name': 'вул. Ак. Вільямса', 'name:ru': 'улица Академика Вильямса', 'name:uk': 'вул. Ак. Вільямса', 'public_transport': 'stop_position'}"
2258,"{'bus': 'yes', 'name': 'Житл. масив ""Південний""', 'name:ru': 'Жил. массив ""Южный""', 'name:uk': 'Житл. масив ""Південний""', 'public_transport': 'stop_position'}"
2260,"{'crossing': 'marked', 'highway': 'crossing'}"
2261,"{'bus': 'yes', 'name': 'Вул. Ак. Вільямса', 'name:ru': 'улица Академика Вильямса', 'name:uk': 'Вул. Ак. Вільямса', 'public_transport': 'stop_position', 'ref_name': 'Вул. Ак. Вільямса, Одеса'}"
2265,{'highway': 'traffic_signals'}
2270,"{'crossing': 'marked', 'highway': 'crossing'}"
2271,"{'bus': 'yes', 'name': 'Вул. Ак. Вільямса', 'name:ru': 'улица Академика Вильямса', 'name:uk': 'Вул. Ак. Вільямса', 'public_transport': 'stop_position', 'ref_name': 'Вул. Ак. Вільямса, Одеса'}"
2275,"{'bus': 'yes', 'name': 'Пр-т. ак. Глушка', 'name:uk': 'Пр-т. ак. Глушка', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Пр-т. ак. Глушка, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2276,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:sound': 'yes'}"
2301,"{'crossing': 'marked', 'crossing:island': 'no', 'highway': 'crossing'}"
2305,"{'crossing': 'marked', 'highway': 'crossing'}"
2316,"{'crossing': 'marked', 'crossing:island': 'no', 'highway': 'crossing'}"
2320,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
2328,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
2332,"{'crossing': 'marked', 'crossing:island': 'no', 'highway': 'crossing'}"
2337,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
2351,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
2355,"{'crossing': 'marked', 'crossing:island': 'no', 'highway': 'crossing'}"
2364,"{'barrier': 'block', 'bicycle': 'yes', 'foot': 'yes', 'motor_vehicle': 'no'}"
2370,"{'bus': 'yes', 'name': 'Вул. Скворцова', 'name:ru': 'улица Скворцова', 'name:uk': 'Вул. Скворцова', 'public_transport': 'stop_position', 'ref_name': 'Вул. Єфімова, Одеса'}"
2376,"{'bus': 'yes', 'name': 'Вул. Єфімова', 'name:ru': 'улица Ефимова', 'name:uk': 'Вул. Єфімова', 'public_transport': 'stop_position', 'ref_name': 'Вул. Єфімова, Одеса'}"
2395,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
2396,{'highway': 'traffic_signals'}
2397,{'highway': 'traffic_signals'}
2398,{'highway': 'traffic_signals'}
2402,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
2405,"{'crossing': 'traffic_signals', 'highway': 'traffic_signals'}"
2425,"{'name': 'Маяки', 'traffic_sign': 'city_limit', 'traffic_sign:direction': 'backward'}"
2426,"{'maxspeed': '40', 'traffic_sign': 'maxspeed', 'traffic_sign:direction': 'backward'}"
2436,{'highway': 'crossing'}
2468,"{'crossing': 'zebra', 'highway': 'crossing'}"
2493,{'railway': 'level_crossing'}
2555,"{'maxheight': '4.5', 'railway': 'level_crossing'}"
2587,"{'bus': 'yes', 'name': 'З-д ""Краян""', 'name:uk': 'З-д ""Краян""', 'public_transport': 'stop_position', 'ref_name': 'З-д ""Краян"", Одеса'}"
2588,"{'bus': 'yes', 'name': 'З-д ""Краян""', 'name:uk': 'З-д ""Краян""', 'public_transport': 'stop_position', 'ref_name': 'З-д ""Краян"", Одеса'}"
2589,"{'direction': 'forward', 'highway': 'stop'}"
2621,"{'bus': 'yes', 'name': 'Вул. Чернишевського', 'name:ru': 'улица Чернышевского', 'name:uk': 'Вул. Чернишевського', 'public_transport': 'stop_position', 'ref_name': 'Вул. Чернишевського, Одеса'}"
2622,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
2623,"{'bus': 'yes', 'name': 'Вул. Чернишевського', 'name:ru': 'улица Чернышевского', 'name:uk': 'Вул. Чернишевського', 'public_transport': 'stop_position', 'ref_name': 'Вул. Чернишевського, Одеса'}"
2628,"{'crossing': 'traffic_signals', 'highway': 'traffic_signals'}"
2633,"{'bus': 'yes', 'name': 'Вул. Каштанова', 'name:ru': 'Каштановая улица', 'name:uk': 'Вул. Каштанова', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Каштанова, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2636,{'highway': 'traffic_signals'}
2637,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
2638,"{'bus': 'yes', 'name': 'Вул. 7-а Степова', 'name:uk': 'Вул. 7-а Степова', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. 7-а Степова, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2640,"{'bus': 'yes', 'name': 'Вул. Платанова', 'name:uk': 'Вул. Платанова', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Платанова, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2644,"{'bus': 'yes', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'trolleybus': 'yes'}"
2648,"{'bus': 'yes', 'name': 'Вул. Платанова', 'name:uk': 'Вул. Платанова', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Платанова, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2652,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
2653,{'highway': 'traffic_signals'}
2654,"{'bus': 'yes', 'name': 'Вул. 7-а Степова', 'name:uk': 'Вул. 7-а Степова', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. 7-а Степова, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2663,"{'bus': 'yes', 'name': 'Вул. Каштанова', 'name:ru': 'Каштановая улица', 'name:uk': 'Вул. Каштанова', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Каштанова, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2668,"{'crossing': 'traffic_signals', 'highway': 'traffic_signals'}"
2687,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
2691,"{'bus': 'yes', 'name': 'Вул. Балківська', 'name:ru': 'Балковская улица', 'name:uk': 'Вул. Балківська', 'public_transport': 'stop_position', 'ref_name': 'Вул. Балківська, Одеса'}"
2699,"{'button_operated': 'no', 'crossing': 'traffic_signals', 'highway': 'crossing', 'traffic_signals:sound': 'no', 'traffic_signals:vibration': 'no'}"
2701,"{'bus': 'yes', 'name': 'Матроський узвіз', 'name:uk': 'Матроський узвіз', 'public_transport': 'stop_position', 'ref_name': 'Матроський узвіз, Одеса'}"
2713,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
2715,"{'bus': 'yes', 'name': 'Ольгіївський узвіз', 'name:ru': 'Ольгиевский спуск', 'name:uk': 'Ольгіївський узвіз', 'public_transport': 'stop_position', 'ref_name': 'Ольгіївський узвіз, Одеса'}"
2726,"{'crossing': 'zebra', 'highway': 'crossing'}"
2732,"{'crossing': 'marked', 'highway': 'crossing'}"
2752,"{'name': 'Вул. Сєченова', 'name:ru': 'улица Сеченова', 'name:uk': 'Вул. Сєченова', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Сєченова, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatramvaynihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2795,"{'crossing': 'marked', 'highway': 'crossing'}"
2798,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
2800,"{'bus': 'yes', 'name': 'Вул. Садова', 'name:ru': 'Садовая улица', 'name:uk': 'Вул. Садова', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Садова, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatramvaynihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2822,"{'bus': 'yes', 'public_transport': 'stop_position'}"
2847,"{'bus': 'yes', 'public_transport': 'stop_position'}"
2860,{'railway': 'tram_level_crossing'}
2866,"{'bus': 'yes', 'description': 'На перехресті з Ніжинською вул.', 'name': 'Вул. Л. Толстого', 'name:ru': 'улица Льва Толстого', 'name:uk': 'Вул. Л. Толстого', 'public_transport': 'stop_position', 'ref_name': 'Вул. Л. Толстого, Одеса'}"
2867,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
2869,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
2870,"{'bus': 'yes', 'description': 'На перехресті з Ніжинською вул.', 'name': 'Вул. Л. Толстого', 'name:ru': 'улица Льва Толстого', 'name:uk': 'Вул. Л. Толстого', 'public_transport': 'stop_position', 'ref_name': 'Вул. Л. Толстого, Одеса'}"
2872,{'railway': 'tram_level_crossing'}
2873,{'railway': 'tram_level_crossing'}
2874,{'railway': 'tram_level_crossing'}
2875,{'railway': 'tram_level_crossing'}
2876,{'railway': 'tram_level_crossing'}
2877,{'railway': 'tram_level_crossing'}
2880,"{'bus': 'yes', 'name': 'Тираспольська площа', 'name:ru': 'Тираспольская площадь', 'name:uk': 'Тираспольська площа', 'public_transport': 'stop_position', 'ref_name': 'Тираспольська площа, Одеса'}"
2882,"{'crossing': 'marked', 'highway': 'crossing'}"
2883,{'railway': 'tram_level_crossing'}
2884,{'railway': 'tram_level_crossing'}
2885,{'railway': 'tram_level_crossing'}
2899,{'railway': 'tram_level_crossing'}
2930,{'railway': 'tram_level_crossing'}
2936,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
2947,"{'crossing': 'marked', 'highway': 'crossing'}"
2950,"{'bus': 'yes', 'description': 'На перехресті з Льва Толстого', 'name': 'Вул. Ніжинська', 'name:uk': 'Вул. Ніжинська', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Ніжинська, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2951,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
2954,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
2955,"{'bus': 'yes', 'description': 'На перехресті з Льва Толстого', 'name': 'Вул. Ніжинська', 'name:uk': 'Вул. Ніжинська', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Ніжинська, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
2959,{'railway': 'tram_level_crossing'}
2962,{'railway': 'tram_level_crossing'}
2963,{'railway': 'tram_level_crossing'}
2970,"{'direction': 'backward', 'highway': 'give_way'}"
2971,{'highway': 'crossing'}
2993,{'highway': 'traffic_signals'}
2999,{'railway': 'tram_level_crossing'}
3018,{'railway': 'tram_level_crossing'}
3041,"{'bus': 'yes', 'name': 'Ст. площа Л. Толстого', 'name:uk': 'Ст. площа Л. Толстого', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Ст. площа Л. Толстого, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
3060,{'highway': 'crossing'}
3068,"{'bus': 'yes', 'name': 'Соборна площа', 'name:en': 'Soborna Ploshcha', 'name:ru': 'Соборная площадь', 'name:uk': 'Соборна площа', 'public_transport': 'stop_position'}"
3073,{'highway': 'traffic_signals'}
3123,{'highway': 'traffic_signals'}
3126,"{'crossing': 'no', 'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'both'}"
3127,"{'crossing': 'traffic_signals', 'crossing:island': 'no', 'highway': 'crossing'}"
3128,{'railway': 'tram_level_crossing'}
3129,{'railway': 'tram_level_crossing'}
3131,{'railway': 'level_crossing'}
3141,"{'bus': 'yes', 'name': 'Балківська вулиця', 'name:ru': 'Балковская улица', 'name:uk': 'Балківська вулиця', 'public_transport': 'stop_position', 'ref_name': 'Балківська вулиця'}"
3176,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
3185,"{'bus': 'yes', 'name': 'Автовокзал Одеса', 'name:ru': 'Автовокзал Одесса', 'public_transport': 'stop_position'}"
3199,{'noexit': 'yes'}
